College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"Indore Institute of Science and Technology - [IIST], Indore","5.9/10","Indore, Madhya Pradesh","AICTE, NBA","₹60 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 15 reviews"
"Institute of Engineering and Rural Technology - [IERT], Allahabad","5.9/10","Allahabad, Uttar Pradesh","AICTE","₹52.6 K / yr BE/B.Tech - avg fe...",,"2.3 / 5 10 reviews"
"Ahmedabad University, School of Engineering and Applied Sciences , Ahmedabad","5.9/10","Ahmedabad, Gujarat","AICTE","₹1 L / yr BE/B.Tech - avg fe...",,"4 / 5 2 reviews"
"Jeppiaar Engineering College, Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"4 / 5 21 reviews"
"Jerusalem College of Engineering - [JCE], Chennai","5.9/10","Chennai, Tamil Nadu","NBA, NAAC-A","₹40 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 6 reviews"
"Jodhpur Institute of Engineering and Technology - [JIET], Jodhpur","5.9/10","Jodhpur, Rajasthan","AICTE, NBA","₹55 K / yr BE/B.Tech - avg fe...",,""
"Jodhpur Institute of Engineering and Technology For Girls - [JIET], Jodhpur","5.9/10","Jodhpur, Rajasthan","AICTE","-- BE/B.Tech",,""
"Rajarambapu Institute of Technology - [RIT], Sangli","5.9/10","Sangli, Maharashtra","AICTE, NBA, NAAC-A","₹1.01 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 18 reviews"
"KLN College of Engineering - [KLNCE], Sivaganga","5.9/10","Sivaganga, Tamil Nadu","AICTE, NBA","₹70 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 14 reviews"
"Karmaveer Bhaurao Patil College of Engineering - [KBPCOES], Satara","5.9/10","Satara, Maharashtra","AICTE","₹94 K / yr BE/B.Tech - avg fe...",,"4.5 / 5 1 reviews"
"Karpagam College of Engineering, Coimbatore","5.9/10","Coimbatore, Tamil Nadu","AICTE, NBA, NAAC-A","₹40 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 12 reviews"
"Keshav Memorial Institute of Technology - [KMIT], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE","₹77 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 20 reviews"
"Kongu Engineering College - [KEC], Erode","5.9/10","Erode, Tamil Nadu","UGC","₹29.2 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 34 reviews"
"Konkan Gyanpeeth College of Engineering - [KGCE], Karjat","5.9/10","Karjat, Maharashtra","AICTE","₹84.4 K / yr BE/B.Tech - avg fe...",,""
"Kumaraguru College of Technology - [KCT], Coimbatore","5.9/10","Coimbatore, Tamil Nadu","AICTE, NAAC, NBA","₹80 K / yr BE/B.Tech - avg fe...",,"4 / 5 27 reviews"
"L.D. College of Engineering - [LDCE], Ahmedabad","5.9/10","Ahmedabad, Gujarat","AICTE","₹2.47 K / yr BE/B.Tech - avg fe...",,"4 / 5 89 reviews"
"Lakireddy Bali Reddy College of Engineering - [LBRCE], Krishna","5.9/10","Krishna, Andhra Pradesh","AICTE, NBA, NAAC-A","₹78.8 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 22 reviews"
"Lakshmi Narain College of Technology - [LNCT], Indore","5.9/10","Indore, Madhya Pradesh","AICTE, NAAC-A","-- BE/B.Tech",,"3 / 5 16 reviews"
"Laxminarayan Institute of Technology - [LIT], Nagpur","5.9/10","Nagpur, Maharashtra","AICTE","₹26.2 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 15 reviews"
"Lokmanya Tilak College of Engineering - [LTCE], Navi Mumbai","5.9/10","Navi Mumbai, Maharashtra","AICTE, NBA","₹69.4 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 18 reviews"
"Lucknow Model Institute of Technology and Management - [LMITM], Lucknow","5.9/10","Lucknow, Uttar Pradesh","AICTE","₹92 K / yr BE/B.Tech - avg fe...",,
"MG Institute of Management and Technology - [MGIMT], Lucknow","5.9/10","Lucknow, Uttar Pradesh","AICTE","₹73.5 K / yr BE/B.Tech - avg fe...",,""
"MLV Textile & Engineering College, Bhilwara","5.9/10","Bhilwara, Rajasthan","AICTE","₹9.9 K / yr BE/B.Tech - avg fe...",,""
"Jeppiaar Maamallan Institute of Technology, Sriperumbudur","5.9/10","Sriperumbudur, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,""
"Madanapalle Institute of Technology & Science, Chittoor","5.9/10","Chittoor, Andhra Pradesh","AICTE, UGC, NBA","₹1.01 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 19 reviews"
"Mahakal Institute of Technology - [MIT], Ujjain","5.9/10","Ujjain, Madhya Pradesh","AICTE","₹55.4 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 18 reviews"
"Maharaj Vijayaram Gajapathi Raj College of Engineering - [MVGRCE], Vizianagaram","5.9/10","Vizianagaram, Andhra Pradesh","AICTE, UGC, NBA, NAAC-A","₹88.1 K / yr BE/B.Tech - avg fe...",,"4 / 5 23 reviews"
"Maharishi Arvind Institute of Engineering & Technology - [MAIET], Jaipur","5.9/10","Jaipur, Rajasthan","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 22 reviews"
"Mahaveer Institute of Science and Technology- [MIST] , Hyderabad","5.9/10","Hyderabad, Telangana","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 5 reviews"
"Malla Reddy College of Engineering and Technology- [MRCET], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE, NAAC","₹47.5 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 18 reviews"
"Malla Reddy Engineering College - [MREC], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE, UGC, NBA, NAAC-A","₹78 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 36 reviews"
"Malnad College of Engineering - [MCE], Hassan","5.9/10","Hassan, Karnataka","AICTE","₹18.1 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 19 reviews"
"Misrimal Navajee Munoth Jain Engineering College, Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹36.3 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 16 reviews"
"Govt. Model Engineering College - [MEC] Thrikkakara, Kochi","5.9/10","Kochi, Kerala","AICTE","₹40.8 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 17 reviews"
"Modern Education Society's College of Engineering - [MES], Pune","5.9/10","Pune, Maharashtra","AICTE","₹1.04 L / yr BE/B.Tech - avg fe...",,"3.4 / 5 10 reviews"
"Nalla Malla Reddy Engineering College - [NMREC], Ghatkesar","5.9/10","Ghatkesar, Telangana","AICTE","₹73.5 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 17 reviews"
"National Power Training Institute - [NPTI], Faridabad","5.9/10","Faridabad, Haryana","AICTE","-- BE/B.Tech",,"3.2 / 5 14 reviews"
"OP Jindal University School Of Engineering - [OPJU], Raigarh","5.9/10","Raigarh, Chhattisgarh","AICTE, UGC","₹1.19 L / yr BE/B.Tech - avg fe...",,"3.3 / 5 7 reviews"
"Oriental Institute of Science and Technology - [OIST], Bhopal","5.9/10","Bhopal, Madhya Pradesh","AICTE, NBA","₹78 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 56 reviews"
"Government College of Engineering, Kendujhar","5.9/10","Kendujhar, Orissa","AICTE","₹30.4 K / yr BE/B.Tech - avg fe...",,""
"PES College of Engineering - [PESCE], Mandya","5.9/10","Mandya, Karnataka","AICTE","₹48.1 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 14 reviews"
"Progressive Education Society's Modern College of Engineering - [MCOE], Pune","5.9/10","Pune, Maharashtra","AICTE, NAAC","₹84.4 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 24 reviews"
"Pillai College of Engineering - [PCE], Navi Mumbai","5.9/10","Navi Mumbai, Maharashtra","AICTE, NBA","₹1.16 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 22 reviews"
"Pimpri Chinchwad College of Engineering - [PCCOE] Nigdi, Pune","5.9/10","Pune, Maharashtra","AICTE, NBA, NAAC-A","₹95.5 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 21 reviews"
"Poornima College of Engineering, Jaipur","5.9/10","Jaipur, Rajasthan","AICTE, NBA","₹77 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 59 reviews"
"Poornima Institute of Engineering and Technology, Jaipur","5.9/10","Jaipur, Rajasthan","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,""
"Pragati Engineering College, East Godavari","5.9/10","East Godavari, Andhra Pradesh","AICTE, NBA, NAAC-A","₹72.8 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 18 reviews"
"Prasad V. Potluri Siddhartha Institute of Technology - [PVPSIT], Vijayawada","5.9/10","Vijayawada, Andhra Pradesh","AICTE, NAAC, NBA","₹30 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 16 reviews"
"Pune Vidhyarthi Griha's College of Engineering and Technology - [PVGCOET], Pune","5.9/10","Pune, Maharashtra","AICTE, NAAC, NBA","₹81.1 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 17 reviews"
"Pydah College of Engineering and Technology, Visakhapatnam","5.9/10","Visakhapatnam, Andhra Pradesh","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 18 reviews"
"RMD Engineering College, Thiruvallur","5.9/10","Thiruvallur, Tamil Nadu","AICTE, NBA","₹70 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 9 reviews"
"R.M.K. College of Engineering and Technology - [RMKCET], Thiruvallur","5.9/10","Thiruvallur, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,""
"RNS Institute of Technology - [RNSIT], Bangalore","5.9/10","Bangalore, Karnataka","AICTE, NBA","₹49.5 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 37 reviews"
"Radharaman Institute of Technology & Science, Bhopal","5.9/10","Bhopal, Madhya Pradesh","AICTE","₹53.1 K / yr BE/B.Tech - avg fe...",,"4 / 5 9 reviews"
"Raghu Engineering College - [REC], Visakhapatnam","5.9/10","Visakhapatnam, Andhra Pradesh","AICTE, NBA, NAAC-A","₹85 K / yr BE/B.Tech - avg fe...",,"4 / 5 8 reviews"
"Raj Kumar Goel Institute of Technology - [RKGIT], Ghaziabad","5.9/10","Ghaziabad, Uttar Pradesh","AICTE","₹1.13 L / yr BE/B.Tech - avg fe...",,"3.2 / 5 72 reviews"
"Rajalakshmi Institute of Technology - [RIT], Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,""
"Rajasthan College of engineering for Women - [RCEW], Jaipur","5.9/10","Jaipur, Rajasthan","AICTE, NBA","₹81.6 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 5 reviews"
"Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET], Kurnool","5.9/10","Kurnool, Andhra Pradesh","AICTE, NBA, NAAC-A","₹55.7 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 25 reviews"
"Rajiv Gandhi Institute of Petroleum Technology - [RGIPT], Rae Bareli","5.9/10","Rae Bareli, Uttar Pradesh","AICTE","₹1.96 L / yr BE/B.Tech - avg fe...",,"4.5 / 5 5 reviews"
"Ramrao Adik Institute of Technology - [RAIT], Navi Mumbai","5.9/10","Navi Mumbai, Maharashtra","AICTE, NAAC-A","₹1.05 L / yr BE/B.Tech - avg fe...",,"4 / 5 25 reviews"
"Rizvi College of Engineering - [RCOE], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹1.05 L / yr BE/B.Tech - avg fe...",,""
"SIES Graduate School of Technology - [SIES-GST], Navi Mumbai","5.9/10","Navi Mumbai, Maharashtra","AICTE, NBA","₹1.13 L / yr BE/B.Tech - avg fe...",,""
"SRK Institute of Technology, Vijayawada","5.9/10","Vijayawada, Andhra Pradesh","AICTE","₹38.2 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 7 reviews"
"JEPPIAAR SRR Engineering college, Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹45 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 5 reviews"
"Saranathan College of Engineering - [SCE], Srirangam","5.9/10","Srirangam, Tamil Nadu","AICTE, NBA","₹70 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 7 reviews"
"Saraswati College of Engineering - [SCOE], Navi Mumbai","5.9/10","Navi Mumbai, Maharashtra","AICTE","₹94.9 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 15 reviews"
"Sardar Patel Institute of Technology - [SPIT], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹1.31 L / yr BE/B.Tech - avg fe...",,"4 / 5 12 reviews"
"Saveetha Engineering College - [SEC], Chennai","5.9/10","Chennai, Tamil Nadu","AICTE, NAAC, NBA, NAAC-A","₹40 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 20 reviews"
"Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT], Yamuna Nagar","5.9/10","Yamuna Nagar, Haryana","AICTE","₹85.9 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 38 reviews"
"Shah and Anchor Kutchhi Engineering College - [SAKEC], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹1.18 L / yr BE/B.Tech - avg fe...",,"3.3 / 5 24 reviews"
"Shekhawati Institute of Engineering and Technology - [SIET], Sikar","5.9/10","Sikar, Rajasthan","AICTE","₹74.4 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 3 reviews"
"Shivajirao S Jondhale College of Engineering - [SSJCE], Thane","5.9/10","Thane, Maharashtra","AICTE","₹86.1 K / yr BE/B.Tech - avg fe...",,""
"Shri Guru Gobind Singhji Institute of Engineering and Technology - [SGGSIE&T], Nanded","5.9/10","Nanded, Maharashtra","AICTE","₹68.4 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 33 reviews"
"Shri Ram College of Engineering and Management - [SRCEM], Gwalior","5.9/10","Gwalior, Madhya Pradesh","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 4 reviews"
"Shri Ram Institute of Technology - [SRIT], Jabalpur","5.9/10","Jabalpur, Madhya Pradesh","AICTE","₹63 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 16 reviews"
"Shri Ram Murti Smarak College of Engineering and Technology - [SRMSCET], Bareilly","5.9/10","Bareilly, Uttar Pradesh","AICTE","₹2.53 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 23 reviews"
"Shri Vishnu Engineering College for Women - [SVECW], Bhimavaram","5.9/10","Bhimavaram, Andhra Pradesh","AICTE, NBA, NAAC-A","₹95 K / yr BE/B.Tech - avg fe...",,"4.4 / 5 5 reviews"
"Siddaganga Institute of Technology - [SIT], Tumkur","5.9/10","Tumkur, Karnataka","AICTE, NBA","₹71 K / yr BE/B.Tech - avg fe...",,"4 / 5 28 reviews"
"Silicon Institute of Technology - [SIT], Bhubaneswar","5.9/10","Bhubaneswar, Orissa","AICTE","₹82.5 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 33 reviews"
"Sinhgad Academy of Engineering - [SAE] Kondhawa, Pune","5.9/10","Pune, Maharashtra","AICTE","₹1.01 L / yr BE/B.Tech - avg fe...",,"3.2 / 5 14 reviews"
"Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon, Pune","5.9/10","Pune, Maharashtra","AICTE","₹90.4 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 49 reviews"
"Sinhgad Institute of Technology and Science -[SITS] Narhe, Pune","5.9/10","Pune, Maharashtra","AICTE","₹92.2 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 8 reviews"
"Sir C R Reddy College of Engineering, Eluru","5.9/10","Eluru, Andhra Pradesh","AICTE","₹60.5 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 20 reviews"
"Sona College of Technology, Salem","5.9/10","Salem, Tamil Nadu","AICTE, UGC, NBA, NAAC-A","₹1.2 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 9 reviews"
"SR Engineering College - [SREC], Warangal","5.9/10","Warangal, Telangana","AICTE, NBA, NAAC-A","₹95 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 11 reviews"
"Sree Chitra Thirunal College of Engineering - [SCTCE], Thiruvananthapuram","5.9/10","Thiruvananthapuram, Kerala","AICTE, NBA","₹35 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 10 reviews"
"Sri Ramakrishna Engineering College - [SREC], Coimbatore","5.9/10","Coimbatore, Tamil Nadu","AICTE, NBA, NAAC-A","₹29.2 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 21 reviews"
"Sri Ramakrishna Institute of Technology - [SRIT], Coimbatore","5.9/10","Coimbatore, Tamil Nadu","AICTE, NAAC, UGC, NBA","₹40 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 4 reviews"
"Shri Sant Gajanan Maharaj College of Engineering - [SSGMCE], Shevgaon","5.9/10","Shevgaon, Maharashtra","AICTE, NAAC, UGC, NBA","₹97.1 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 12 reviews"
"Sridevi Women's Engineering College - [SWEC], Rangareddi","5.9/10","Rangareddi, Telangana","AICTE","₹44.2 K / yr BE/B.Tech - avg fe...",,"2.6 / 5 3 reviews"
"Srinivas Institute of Technology - [SIT] Volachil, Mangalore","5.9/10","Mangalore, Karnataka","AICTE","₹72 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 9 reviews"
"St. Francis Institute of Technology - [SFIT], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE, NBA","₹1.08 L / yr BE/B.Tech - avg fe...",,"3.2 / 5 12 reviews"
"St. John College of Engineering and Management - [SJCEM], Palghar","5.9/10","Palghar, Maharashtra","AICTE","₹88.6 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 4 reviews"
"St Martin's Engineering College, Secunderabad","5.9/10","Secunderabad, Telangana","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 13 reviews"
"St Xaviers Catholic College of Engineering - [SXCCE], Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 4 reviews"
"Symbiosis Institute of Technology - [SIT], Pune","5.9/10","Pune, Maharashtra","AICTE, NAAC","₹2.28 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 6 reviews"
"TKR College of Engineering and Technology - [TKRCET], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE, NBA","₹57 K / yr BE/B.Tech - avg fe...",,"4 / 5 21 reviews"
"Techno India University, Kolkata","5.9/10","Kolkata, West Bengal","AICTE, NBA","₹89.2 K / yr BE/B.Tech - avg fe...",,""
"Technocrats Institute of Technology - [TIT], Bhopal","5.9/10","Bhopal, Madhya Pradesh","AICTE","₹80 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 39 reviews"
"Teegala Krishna Reddy Engineering College, Hyderabad","5.9/10","Hyderabad, Telangana","AICTE","₹52 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 3 reviews"
"Thadomal Shahani Engineering College - [TSEC], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹1.35 L / yr BE/B.Tech - avg fe...",,""
"Thanthai Periyar Government Institute of Technology - [TPGIT], Vellore","5.9/10","Vellore, Tamil Nadu","AICTE, NBA","₹10.9 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 1 reviews"
"The Technological Institute of Textile and Sciences - [TITS], Bhiwani","5.9/10","Bhiwani, Haryana","AICTE, UGC, NBA","₹81.2 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 15 reviews"
"Yadavrao Tasgaonkar Institute of Engineering and Technology - [YTIET], Raigarh","5.9/10","Raigarh, Maharashtra","AICTE, UGC","₹85.1 K / yr BE/B.Tech - avg fe...",,"2.6 / 5 10 reviews"
"Walchand Institute of Technology - [WIT], Solapur","5.9/10","Solapur, Maharashtra","AICTE, NBA","₹1.06 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 23 reviews"
"Watumull Institute of Electronic Engineering and Computer Technology - [WIEECT], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹28.4 K / yr BE/B.Tech - avg fe...",,""
"Xavier Institute of Engineering - [XIE], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹1.1 L / yr BE/B.Tech - avg fe...",,""
"Indian Institute of Carpet Technology - [IICT], Bhadohi","5.9/10","Bhadohi, Uttar Pradesh","AICTE","₹52.3 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 2 reviews"
"Sanskriti Institute of Management and Technology - [SIMT], Mathura","5.9/10","Mathura, Uttar Pradesh","AICTE","-- BE/B.Tech",,""
"Shri Ramswaroop Memorial College of Engineering and Management - [SRMCM], Lucknow","5.9/10","Lucknow, Uttar Pradesh","AICTE","₹1.06 L / yr BE/B.Tech - avg fe...",,""
"Valliammai Engineering college -[VEC], Kanchipuram","5.9/10","Kanchipuram, Tamil Nadu","AICTE, NBA","₹92 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 14 reviews"
"Vardhaman College of Engineering - [VCE], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE, NBA, NAAC-A","₹1.08 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 31 reviews"
"Velammal College of Engineering and Technology - [VCET], Madurai","5.9/10","Madurai, Tamil Nadu","NAAC","₹29.3 K / yr BE/B.Tech - avg fe...",,"4.4 / 5 3 reviews"
"Velammal Institute of Technology - [VI-Tech], Thiruvallur","5.9/10","Thiruvallur, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,""
"Vignan's Institute of Information Technology - [VIIT], Visakhapatnam","5.9/10","Visakhapatnam, Andhra Pradesh","AICTE, NAAC, NBA","₹99 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 32 reviews"
"College of Engineering - [COER], Roorkee","5.9/10","Roorkee, Uttarakhand","AICTE","₹1.25 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 17 reviews"
"J.K. Institute of Applied Physics and Technology, Allahabad","5.9/10","Allahabad, Uttar Pradesh","","₹35 K / yr BE/B.Tech - avg fe...",,"4 / 5 8 reviews"
"PSNA College of Engineering and Technology, Dindigul","5.9/10","Dindigul, Tamil Nadu","AICTE, NBA, NAAC-A","₹45 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 7 reviews"
"Padmasri Dr. BV Raju Institute of Technology - [BVRIT], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE, NAAC","₹95 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 19 reviews"
"University Institute of Technology, University Of Burdwan - [UIT], Bardhaman","5.9/10","Bardhaman, West Bengal","AICTE, UGC, NBA","₹55.9 K / yr BE/B.Tech - avg fe...",,"3 / 5 6 reviews"
"Vasireddy Venkatadri Institute of Technology - [VVIT], Guntur","5.9/10","Guntur, Andhra Pradesh","NBA, NAAC-A","₹80 K / yr BE/B.Tech - avg fe...",,"4.4 / 5 43 reviews"
"Velammal Engineering College - [VEC], Chennai","5.9/10","Chennai, Tamil Nadu","AICTE, NAAC, NBA","₹75 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 17 reviews"
"Vidya Jyothi Institute of Technology - [VJIT], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE, NAAC, NBA","₹88 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 12 reviews"
"Vignan Institute of Technology & Science - [VITS], Nalgonda","5.9/10","Nalgonda, Telangana","AICTE","₹80 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 18 reviews"
"Vignan's Lara Institute of Technology & Science - [VLITS], Guntur","5.9/10","Guntur, Andhra Pradesh","AICTE","₹65.8 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 11 reviews"
"Sri Krishnadevaraya University - [SKU], Ananthapur","5.9/10","Ananthapur, Andhra Pradesh","UGC","₹38.3 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 4 reviews"
"Tezpur University - [TU], Tezpur","5.9/10","Tezpur, Assam","NAAC-A","₹50.1 K / yr BE/B.Tech - avg fe...",,"4 / 5 12 reviews"
"Guru Ghasidas Vishwavidyalaya - [GGU], Bilaspur","5.9/10","Bilaspur, Chhattisgarh","AICTE, GNC, UGC, MHRD","₹23.3 K / yr BE/B.Tech - avg fe...",,""
"Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT], Gandhi Nagar","5.9/10","Gandhi Nagar, Gujarat","AIU","₹1.58 L / yr BE/B.Tech - avg fe...",,"4.4 / 5 23 reviews"
"Guru Jambheshwar University of Science and Technology - [GJUS&T], Hisar","5.9/10","Hisar, Haryana","DCI, AICTE, UGC, NAAC-A","₹55 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 35 reviews"
"Maharishi Markandeshwar University sadopur Campus, Ambala","5.9/10","Ambala, Haryana","COA, AICTE, UGC, AIU","₹70 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 4 reviews"
"Shri Mata Vaishno Devi University - [SMVDU], Katra","5.9/10","Katra, Jammu and Kashmir","COA, AICTE","₹1.4 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 16 reviews"
"Dr. Babasaheb Ambedkar Technological University - [DBATU], Lonere","5.9/10","Lonere, Maharashtra","AICTE","₹67.8 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 8 reviews"
"Centurion University of Technology and Management - [CUTM], Bhubaneswar","5.9/10","Bhubaneswar, Orissa","AICTE, UGC, NAAC-A, AIU","₹1.26 L / yr BE/B.Tech - avg fe...",,"3.3 / 5 18 reviews"
"Kalinga Institute of Industrial Technology - [KIIT], Bhubaneswar","5.9/10","Bhubaneswar, Orissa","DCI, INC, MCI, BCI, AICTE","₹3.23 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 158 reviews"
"Sant Longowal Institute of Engineering and Technology - [SLIET], Sangrur","5.9/10","Sangrur, Punjab","AICTE, NAAC, MHRD","₹58.3 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 32 reviews"
"Jodhpur National University - [JNU], Jodhpur","5.9/10","Jodhpur, Rajasthan","DCI, BCI, AICTE, UGC, AIU","₹89.3 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 7 reviews"
"The LNM Institute of Information Technology - [LNMIIT], Jaipur","5.9/10","Jaipur, Rajasthan","NAAC, UGC, NBA","₹2.12 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 25 reviews"
"Avinashilingam University for Women, Coimbatore","5.9/10","Coimbatore, Tamil Nadu","UGC, NAAC-A, MHRD","-- M.Phil/Ph.D in Eng...",,""
"Karpagam University - [KAHE], Coimbatore","5.9/10","Coimbatore, Tamil Nadu","AICTE, NAAC, UGC","₹89.4 K / yr BE/B.Tech - avg fe...",,"2.6 / 5 4 reviews"
"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya - [SCSVMV University], Kanchipuram","5.9/10","Kanchipuram, Tamil Nadu","UGC, NAAC-B","₹1.27 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 17 reviews"
"Galgotias University - [GU], Greater Noida","5.9/10","Greater Noida, Uttar Pradesh","AICTE, UGC","₹1.59 L / yr BE/B.Tech - avg fe...",,"3.4 / 5 97 reviews"
"Jaypee Institute of Information Technology University - [JIIT], Noida","5.9/10","Noida, Uttar Pradesh","AICTE, UGC, NAAC-A","₹1.93 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 83 reviews"
"Shiv Nadar University - [SNU], Greater Noida","5.9/10","Greater Noida, Uttar Pradesh","AICTE, UGC","₹2.72 L / yr BE/B.Tech - avg fe...",,"4.4 / 5 10 reviews"
